,TotalPop,Men,Women,Income,Poverty,Drive,Carpool,Walk,OtherTransp,WorkAtHome,Employed,Unemployment,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Borough,County_x,Hispanic,Black,Asian,White,Office,Construction,Production,Professional,Service,CensusTract,Latitude,Longitude,0
7671,2033,993,1040,55341.0,17.8,39.9,5.8,2.9,3.2,0.5,777,9.1,75.7,13.3,11.1,0.0,Queens,Queens,44.0,5.6,46.2,1.4,20.3,10.0,19.6,19.0,31.0,36081014400,40.6993467337,-73.8272864322,7.079638375256132
7672,2033,993,1040,55341.0,17.8,39.9,5.8,2.9,3.2,0.5,777,9.1,75.7,13.3,11.1,0.0,Queens,Queens,44.0,5.6,46.2,1.4,20.3,10.0,19.6,19.0,31.0,36081014400,40.7016080402,-73.8304522613,7.079638375256132
7678,2200,1079,1121,57902.0,21.0,28.1,7.0,6.7,1.9,2.1,1008,14.2,77.7,7.4,14.7,0.2,Queens,Queens,33.0,12.2,32.0,3.6,27.4,11.1,18.5,17.2,25.9,36081014800,40.694824120599996,-73.824120603,7.059094631855474
7679,2200,1079,1121,57902.0,21.0,28.1,7.0,6.7,1.9,2.1,1008,14.2,77.7,7.4,14.7,0.2,Queens,Queens,33.0,12.2,32.0,3.6,27.4,11.1,18.5,17.2,25.9,36081014800,40.694824120599996,-73.8209547739,7.059094631855474
7680,2430,1296,1134,62955.0,8.1,12.2,1.3,5.2,0.8,3.6,1357,11.5,87.3,7.5,5.2,0.0,Queens,Queens,26.3,0.3,12.3,58.7,23.2,5.8,7.7,40.9,22.3,36081014900,40.7626633166,-73.91592964819999,7.037486643532781
7681,2430,1296,1134,62955.0,8.1,12.2,1.3,5.2,0.8,3.6,1357,11.5,87.3,7.5,5.2,0.0,Queens,Queens,26.3,0.3,12.3,58.7,23.2,5.8,7.7,40.9,22.3,36081014900,40.7626633166,-73.9127638191,7.037486643532781
7682,2895,1439,1456,74224.0,12.3,32.9,12.2,6.8,1.6,1.1,1448,7.9,81.1,9.0,9.9,0.0,Queens,Queens,24.0,6.8,37.7,3.9,22.6,16.5,21.5,17.0,22.4,36081015000,40.6925628141,-73.824120603,7.06063073161386
7683,2895,1439,1456,74224.0,12.3,32.9,12.2,6.8,1.6,1.1,1448,7.9,81.1,9.0,9.9,0.0,Queens,Queens,24.0,6.8,37.7,3.9,22.6,16.5,21.5,17.0,22.4,36081015000,40.694824120599996,-73.8177889447,7.06063073161386
7686,2808,1440,1368,59214.0,19.3,35.8,5.1,5.1,2.2,2.3,1370,10.2,78.1,13.1,8.8,0.0,Queens,Queens,23.9,17.4,27.0,1.1,26.5,6.7,16.4,22.1,28.3,36081015200,40.6925628141,-73.8146231156,7.1335435506554346
7687,2808,1440,1368,59214.0,19.3,35.8,5.1,5.1,2.2,2.3,1370,10.2,78.1,13.1,8.8,0.0,Queens,Queens,23.9,17.4,27.0,1.1,26.5,6.7,16.4,22.1,28.3,36081015200,40.6925628141,-73.8114572864,7.1335435506554346
7688,2808,1440,1368,59214.0,19.3,35.8,5.1,5.1,2.2,2.3,1370,10.2,78.1,13.1,8.8,0.0,Queens,Queens,23.9,17.4,27.0,1.1,26.5,6.7,16.4,22.1,28.3,36081015200,40.694824120599996,-73.8146231156,7.1335435506554346
7691,2524,1257,1267,53095.0,18.1,35.8,9.9,10.7,1.5,2.5,1273,8.9,81.0,8.2,10.3,0.5,Queens,Queens,25.1,13.2,28.4,2.4,31.0,12.9,12.7,16.2,27.3,36081015400,40.6925628141,-73.8209547739,7.0207573441646804
7692,2524,1257,1267,53095.0,18.1,35.8,9.9,10.7,1.5,2.5,1273,8.9,81.0,8.2,10.3,0.5,Queens,Queens,25.1,13.2,28.4,2.4,31.0,12.9,12.7,16.2,27.3,36081015400,40.6925628141,-73.8177889447,7.0207573441646804
7693,2336,1257,1079,74271.0,12.4,11.3,1.7,6.2,2.2,3.6,1501,6.1,82.9,8.8,8.3,0.0,Queens,Queens,24.7,1.2,17.0,56.5,23.2,6.4,7.4,41.5,21.5,36081015500,40.7604020101,-73.91592964819999,7.017654620731972
7700,3564,1708,1856,63578.0,14.5,38.1,8.3,5.5,3.1,1.5,1752,8.6,81.0,12.3,6.7,0.0,Queens,Queens,15.6,28.2,18.5,0.6,29.5,13.5,13.1,16.0,27.9,36081015801,40.6857788945,-73.8114572864,7.181828788333234
7701,3564,1708,1856,63578.0,14.5,38.1,8.3,5.5,3.1,1.5,1752,8.6,81.0,12.3,6.7,0.0,Queens,Queens,15.6,28.2,18.5,0.6,29.5,13.5,13.1,16.0,27.9,36081015801,40.688040201,-73.8146231156,7.181828788333234
7702,3564,1708,1856,63578.0,14.5,38.1,8.3,5.5,3.1,1.5,1752,8.6,81.0,12.3,6.7,0.0,Queens,Queens,15.6,28.2,18.5,0.6,29.5,13.5,13.1,16.0,27.9,36081015801,40.688040201,-73.8114572864,7.181828788333234
7703,3564,1708,1856,63578.0,14.5,38.1,8.3,5.5,3.1,1.5,1752,8.6,81.0,12.3,6.7,0.0,Queens,Queens,15.6,28.2,18.5,0.6,29.5,13.5,13.1,16.0,27.9,36081015801,40.6903015075,-73.8146231156,7.181828788333234
7704,3564,1708,1856,63578.0,14.5,38.1,8.3,5.5,3.1,1.5,1752,8.6,81.0,12.3,6.7,0.0,Queens,Queens,15.6,28.2,18.5,0.6,29.5,13.5,13.1,16.0,27.9,36081015801,40.6903015075,-73.8114572864,7.181828788333234
7713,3788,1655,2133,23717.0,26.4,18.3,2.9,8.1,0.6,6.3,1171,15.0,74.6,22.0,3.3,0.0,Queens,Queens,50.5,23.8,11.2,14.4,28.4,1.9,3.9,35.6,30.1,36081016300,40.753618090500005,-73.9127638191,7.0904256832054235
7714,3788,1655,2133,23717.0,26.4,18.3,2.9,8.1,0.6,6.3,1171,15.0,74.6,22.0,3.3,0.0,Queens,Queens,50.5,23.8,11.2,14.4,28.4,1.9,3.9,35.6,30.1,36081016300,40.755879397,-73.90959798989999,7.0904256832054235
7715,3788,1655,2133,23717.0,26.4,18.3,2.9,8.1,0.6,6.3,1171,15.0,74.6,22.0,3.3,0.0,Queens,Queens,50.5,23.8,11.2,14.4,28.4,1.9,3.9,35.6,30.1,36081016300,40.7581407035,-73.90959798989999,7.0904256832054235
7719,3409,1833,1576,48750.0,9.2,21.7,10.0,3.4,2.1,3.2,1844,12.2,81.5,11.8,6.7,0.0,Queens,Queens,36.4,17.3,20.2,2.8,23.5,17.7,12.2,20.7,25.9,36081016600,40.6767336683,-73.8177889447,7.073655419653669
7720,3409,1833,1576,48750.0,9.2,21.7,10.0,3.4,2.1,3.2,1844,12.2,81.5,11.8,6.7,0.0,Queens,Queens,36.4,17.3,20.2,2.8,23.5,17.7,12.2,20.7,25.9,36081016600,40.681256281399996,-73.8209547739,7.073655419653669
7721,3409,1833,1576,48750.0,9.2,21.7,10.0,3.4,2.1,3.2,1844,12.2,81.5,11.8,6.7,0.0,Queens,Queens,36.4,17.3,20.2,2.8,23.5,17.7,12.2,20.7,25.9,36081016600,40.6835175879,-73.8209547739,7.073655419653669
7722,3413,1735,1678,66011.0,6.9,40.2,5.4,1.6,1.0,0.7,1728,6.5,83.2,10.1,6.4,0.3,Queens,Queens,27.3,11.4,24.6,1.9,28.4,13.9,12.4,23.7,21.5,36081016800,40.6767336683,-73.8146231156,7.087059105119674
7723,3413,1735,1678,66011.0,6.9,40.2,5.4,1.6,1.0,0.7,1728,6.5,83.2,10.1,6.4,0.3,Queens,Queens,27.3,11.4,24.6,1.9,28.4,13.9,12.4,23.7,21.5,36081016800,40.6789949749,-73.8177889447,7.087059105119674
7724,3413,1735,1678,66011.0,6.9,40.2,5.4,1.6,1.0,0.7,1728,6.5,83.2,10.1,6.4,0.3,Queens,Queens,27.3,11.4,24.6,1.9,28.4,13.9,12.4,23.7,21.5,36081016800,40.681256281399996,-73.8177889447,7.087059105119674
7729,2339,1013,1326,50242.0,15.4,46.1,6.8,0.7,0.0,0.4,1002,14.4,81.7,15.4,2.9,0.0,Queens,Queens,15.0,32.1,25.9,2.1,30.6,8.7,10.7,22.6,27.4,36081017000,40.6835175879,-73.8146231156,7.0948974951464425
7730,2339,1013,1326,50242.0,15.4,46.1,6.8,0.7,0.0,0.4,1002,14.4,81.7,15.4,2.9,0.0,Queens,Queens,15.0,32.1,25.9,2.1,30.6,8.7,10.7,22.6,27.4,36081017000,40.6835175879,-73.8114572864,7.0948974951464425
7731,2339,1013,1326,50242.0,15.4,46.1,6.8,0.7,0.0,0.4,1002,14.4,81.7,15.4,2.9,0.0,Queens,Queens,15.0,32.1,25.9,2.1,30.6,8.7,10.7,22.6,27.4,36081017000,40.6857788945,-73.8082914573,7.0948974951464425
7749,2355,1043,1312,62404.0,7.4,43.3,4.7,4.3,6.3,2.3,1075,8.4,81.1,16.2,2.7,0.0,Queens,Queens,19.3,32.1,20.6,2.3,28.4,9.8,10.6,24.0,27.3,36081017200,40.681256281399996,-73.8146231156,7.020864569048197
7750,2355,1043,1312,62404.0,7.4,43.3,4.7,4.3,6.3,2.3,1075,8.4,81.1,16.2,2.7,0.0,Queens,Queens,19.3,32.1,20.6,2.3,28.4,9.8,10.6,24.0,27.3,36081017200,40.6835175879,-73.8082914573,7.020864569048197
7751,2867,1265,1602,61761.0,18.1,40.3,16.2,1.1,2.2,0.3,1354,10.8,80.4,17.5,2.1,0.0,Queens,Queens,26.0,39.3,13.6,2.6,33.4,9.7,11.7,23.6,21.6,36081017400,40.6789949749,-73.8146231156,7.139422618326734
7752,2867,1265,1602,61761.0,18.1,40.3,16.2,1.1,2.2,0.3,1354,10.8,80.4,17.5,2.1,0.0,Queens,Queens,26.0,39.3,13.6,2.6,33.4,9.7,11.7,23.6,21.6,36081017400,40.681256281399996,-73.8114572864,7.139422618326734
7753,2867,1265,1602,61761.0,18.1,40.3,16.2,1.1,2.2,0.3,1354,10.8,80.4,17.5,2.1,0.0,Queens,Queens,26.0,39.3,13.6,2.6,33.4,9.7,11.7,23.6,21.6,36081017400,40.681256281399996,-73.8082914573,7.139422618326734
7754,2867,1265,1602,61761.0,18.1,40.3,16.2,1.1,2.2,0.3,1354,10.8,80.4,17.5,2.1,0.0,Queens,Queens,26.0,39.3,13.6,2.6,33.4,9.7,11.7,23.6,21.6,36081017400,40.681256281399996,-73.8051256281,7.139422618326734
7755,2498,1133,1365,53125.0,10.2,46.0,3.7,4.5,1.9,2.7,1184,11.0,78.5,15.3,6.3,0.0,Queens,Queens,16.2,40.9,13.1,1.6,31.2,11.5,8.4,19.9,29.1,36081017600,40.6789949749,-73.8114572864,7.191030072463987
7756,2498,1133,1365,53125.0,10.2,46.0,3.7,4.5,1.9,2.7,1184,11.0,78.5,15.3,6.3,0.0,Queens,Queens,16.2,40.9,13.1,1.6,31.2,11.5,8.4,19.9,29.1,36081017600,40.6789949749,-73.8082914573,7.191030072463987
7757,2242,1147,1095,47679.0,15.6,40.6,7.2,4.2,0.6,1.7,1106,15.5,80.7,16.8,2.5,0.0,Queens,Queens,21.1,47.1,7.8,0.8,36.7,9.7,11.2,18.8,23.6,36081017800,40.6767336683,-73.8114572864,7.221351084397665
7758,2242,1147,1095,47679.0,15.6,40.6,7.2,4.2,0.6,1.7,1106,15.5,80.7,16.8,2.5,0.0,Queens,Queens,21.1,47.1,7.8,0.8,36.7,9.7,11.2,18.8,23.6,36081017800,40.6767336683,-73.8082914573,7.221351084397665
7759,2242,1147,1095,47679.0,15.6,40.6,7.2,4.2,0.6,1.7,1106,15.5,80.7,16.8,2.5,0.0,Queens,Queens,21.1,47.1,7.8,0.8,36.7,9.7,11.2,18.8,23.6,36081017800,40.6789949749,-73.8051256281,7.221351084397665
7773,2416,1116,1300,62679.0,10.6,39.9,2.9,2.4,4.8,3.9,1134,12.6,73.7,17.5,7.6,1.2,Queens,Queens,18.0,54.4,12.4,0.0,30.3,12.2,15.0,13.5,29.0,36081018200,40.6744723618,-73.7987939698,7.3811946483412125
7774,2416,1116,1300,62679.0,10.6,39.9,2.9,2.4,4.8,3.9,1134,12.6,73.7,17.5,7.6,1.2,Queens,Queens,18.0,54.4,12.4,0.0,30.3,12.2,15.0,13.5,29.0,36081018200,40.6744723618,-73.7956281407,7.3811946483412125
7775,2416,1116,1300,62679.0,10.6,39.9,2.9,2.4,4.8,3.9,1134,12.6,73.7,17.5,7.6,1.2,Queens,Queens,18.0,54.4,12.4,0.0,30.3,12.2,15.0,13.5,29.0,36081018200,40.6767336683,-73.801959799,7.3811946483412125
7776,2416,1116,1300,62679.0,10.6,39.9,2.9,2.4,4.8,3.9,1134,12.6,73.7,17.5,7.6,1.2,Queens,Queens,18.0,54.4,12.4,0.0,30.3,12.2,15.0,13.5,29.0,36081018200,40.6767336683,-73.7987939698,7.3811946483412125
7781,2272,1021,1251,59493.0,8.8,38.1,0.9,0.0,2.6,0.0,990,7.6,81.5,15.6,2.9,0.0,Queens,Queens,11.9,77.2,1.3,0.0,41.0,8.0,4.4,24.1,22.4,36081018401,40.6744723618,-73.7924623116,7.463966338272731
7782,2272,1021,1251,59493.0,8.8,38.1,0.9,0.0,2.6,0.0,990,7.6,81.5,15.6,2.9,0.0,Queens,Queens,11.9,77.2,1.3,0.0,41.0,8.0,4.4,24.1,22.4,36081018401,40.6744723618,-73.7892964824,7.463966338272731
7783,2272,1021,1251,59493.0,8.8,38.1,0.9,0.0,2.6,0.0,990,7.6,81.5,15.6,2.9,0.0,Queens,Queens,11.9,77.2,1.3,0.0,41.0,8.0,4.4,24.1,22.4,36081018401,40.6767336683,-73.7924623116,7.463966338272731
7784,2342,1231,1111,54063.0,24.1,41.2,5.6,3.1,0.4,4.1,1040,12.2,72.6,21.7,5.7,0.0,Queens,Queens,15.6,77.5,2.3,1.8,25.4,7.5,13.1,23.8,30.2,36081018402,40.6767336683,-73.7956281407,7.133606331612611
7785,2342,1231,1111,54063.0,24.1,41.2,5.6,3.1,0.4,4.1,1040,12.2,72.6,21.7,5.7,0.0,Queens,Queens,15.6,77.5,2.3,1.8,25.4,7.5,13.1,23.8,30.2,36081018402,40.6789949749,-73.7956281407,7.133606331612611
7786,2342,1231,1111,54063.0,24.1,41.2,5.6,3.1,0.4,4.1,1040,12.2,72.6,21.7,5.7,0.0,Queens,Queens,15.6,77.5,2.3,1.8,25.4,7.5,13.1,23.8,30.2,36081018402,40.6789949749,-73.7924623116,7.133606331612611
7787,2342,1231,1111,54063.0,24.1,41.2,5.6,3.1,0.4,4.1,1040,12.2,72.6,21.7,5.7,0.0,Queens,Queens,15.6,77.5,2.3,1.8,25.4,7.5,13.1,23.8,30.2,36081018402,40.681256281399996,-73.7924623116,7.133606331612611
7790,1908,864,1044,63704.0,19.0,35.5,7.2,4.1,0.4,3.0,797,12.4,80.6,16.9,2.5,0.0,Queens,Queens,10.0,71.3,9.6,1.8,21.0,11.3,13.0,23.7,31.0,36081018600,40.6789949749,-73.801959799,7.133444877261624
7791,1908,864,1044,63704.0,19.0,35.5,7.2,4.1,0.4,3.0,797,12.4,80.6,16.9,2.5,0.0,Queens,Queens,10.0,71.3,9.6,1.8,21.0,11.3,13.0,23.7,31.0,36081018600,40.6789949749,-73.7987939698,7.133444877261624
7792,1908,864,1044,63704.0,19.0,35.5,7.2,4.1,0.4,3.0,797,12.4,80.6,16.9,2.5,0.0,Queens,Queens,10.0,71.3,9.6,1.8,21.0,11.3,13.0,23.7,31.0,36081018600,40.681256281399996,-73.7956281407,7.133444877261624
7796,1476,784,692,70234.0,10.2,44.2,15.8,2.4,3.4,0.0,728,11.7,69.5,24.3,6.2,0.0,Queens,Queens,16.2,70.9,11.3,0.7,26.6,10.0,14.4,25.1,23.8,36081018800,40.681256281399996,-73.801959799,7.1386960920805596
7797,1476,784,692,70234.0,10.2,44.2,15.8,2.4,3.4,0.0,728,11.7,69.5,24.3,6.2,0.0,Queens,Queens,16.2,70.9,11.3,0.7,26.6,10.0,14.4,25.1,23.8,36081018800,40.681256281399996,-73.7987939698,7.1386960920805596
7798,1476,784,692,70234.0,10.2,44.2,15.8,2.4,3.4,0.0,728,11.7,69.5,24.3,6.2,0.0,Queens,Queens,16.2,70.9,11.3,0.7,26.6,10.0,14.4,25.1,23.8,36081018800,40.6835175879,-73.7956281407,7.1386960920805596
7801,2291,1145,1146,73864.0,8.9,45.8,2.0,1.1,2.7,1.8,1213,10.1,73.4,22.3,4.4,0.0,Queens,Queens,16.1,52.1,6.5,2.1,22.2,7.7,17.0,20.6,32.6,36081019000,40.6857788945,-73.7956281407,7.068990806246858
7802,2291,1145,1146,73864.0,8.9,45.8,2.0,1.1,2.7,1.8,1213,10.1,73.4,22.3,4.4,0.0,Queens,Queens,16.1,52.1,6.5,2.1,22.2,7.7,17.0,20.6,32.6,36081019000,40.688040201,-73.7956281407,7.068990806246858
7803,2009,925,1084,67407.0,3.9,45.5,4.1,1.9,0.0,0.0,983,10.2,75.9,16.3,7.8,0.0,Queens,Queens,27.5,59.7,4.7,1.0,26.1,13.9,9.4,18.8,31.7,36081019200,40.6835175879,-73.801959799,7.25979729177103
7804,2009,925,1084,67407.0,3.9,45.5,4.1,1.9,0.0,0.0,983,10.2,75.9,16.3,7.8,0.0,Queens,Queens,27.5,59.7,4.7,1.0,26.1,13.9,9.4,18.8,31.7,36081019200,40.6835175879,-73.7987939698,7.25979729177103
7805,2009,925,1084,67407.0,3.9,45.5,4.1,1.9,0.0,0.0,983,10.2,75.9,16.3,7.8,0.0,Queens,Queens,27.5,59.7,4.7,1.0,26.1,13.9,9.4,18.8,31.7,36081019200,40.6857788945,-73.7987939698,7.25979729177103
7806,2508,1288,1220,71204.0,8.0,44.8,8.0,1.3,3.6,0.3,1207,13.1,74.3,19.6,6.0,0.0,Queens,Queens,8.9,63.4,7.5,0.0,27.3,11.1,14.1,20.4,27.2,36081019400,40.6835175879,-73.8051256281,7.315183587546476
7807,2508,1288,1220,71204.0,8.0,44.8,8.0,1.3,3.6,0.3,1207,13.1,74.3,19.6,6.0,0.0,Queens,Queens,8.9,63.4,7.5,0.0,27.3,11.1,14.1,20.4,27.2,36081019400,40.6857788945,-73.8051256281,7.315183587546476
7808,2508,1288,1220,71204.0,8.0,44.8,8.0,1.3,3.6,0.3,1207,13.1,74.3,19.6,6.0,0.0,Queens,Queens,8.9,63.4,7.5,0.0,27.3,11.1,14.1,20.4,27.2,36081019400,40.6857788945,-73.801959799,7.315183587546476
7809,2508,1288,1220,71204.0,8.0,44.8,8.0,1.3,3.6,0.3,1207,13.1,74.3,19.6,6.0,0.0,Queens,Queens,8.9,63.4,7.5,0.0,27.3,11.1,14.1,20.4,27.2,36081019400,40.688040201,-73.8051256281,7.315183587546476
7810,2508,1288,1220,71204.0,8.0,44.8,8.0,1.3,3.6,0.3,1207,13.1,74.3,19.6,6.0,0.0,Queens,Queens,8.9,63.4,7.5,0.0,27.3,11.1,14.1,20.4,27.2,36081019400,40.688040201,-73.801959799,7.315183587546476
7811,2756,1371,1385,61944.0,14.7,24.9,4.0,3.3,6.1,4.9,1101,18.2,79.2,12.8,8.0,0.0,Queens,Queens,20.0,51.2,11.0,0.9,25.6,13.1,12.3,22.3,26.7,36081019600,40.688040201,-73.7987939698,7.163792979949416
7812,2756,1371,1385,61944.0,14.7,24.9,4.0,3.3,6.1,4.9,1101,18.2,79.2,12.8,8.0,0.0,Queens,Queens,20.0,51.2,11.0,0.9,25.6,13.1,12.3,22.3,26.7,36081019600,40.6903015075,-73.7987939698,7.163792979949416
7813,2981,1476,1505,40658.0,34.1,34.3,2.9,2.7,0.0,2.9,1052,17.6,79.6,11.7,8.7,0.0,Queens,Queens,26.0,40.6,16.1,0.5,23.7,8.9,16.4,19.8,31.2,36081019800,40.6903015075,-73.8051256281,7.262986046275679
7814,2981,1476,1505,40658.0,34.1,34.3,2.9,2.7,0.0,2.9,1052,17.6,79.6,11.7,8.7,0.0,Queens,Queens,26.0,40.6,16.1,0.5,23.7,8.9,16.4,19.8,31.2,36081019800,40.6903015075,-73.801959799,7.262986046275679
7815,2981,1476,1505,40658.0,34.1,34.3,2.9,2.7,0.0,2.9,1052,17.6,79.6,11.7,8.7,0.0,Queens,Queens,26.0,40.6,16.1,0.5,23.7,8.9,16.4,19.8,31.2,36081019800,40.6925628141,-73.801959799,7.262986046275679
7843,1693,852,841,59044.0,17.5,20.1,3.3,3.0,1.9,0.0,731,22.2,85.5,11.6,2.9,0.0,Queens,Queens,21.6,50.3,8.4,0.9,30.8,5.9,12.4,19.6,31.3,36081020200,40.688040201,-73.8082914573,7.245875036139489
7844,1693,852,841,59044.0,17.5,20.1,3.3,3.0,1.9,0.0,731,22.2,85.5,11.6,2.9,0.0,Queens,Queens,21.6,50.3,8.4,0.9,30.8,5.9,12.4,19.6,31.3,36081020200,40.6903015075,-73.8082914573,7.245875036139489
7859,1855,994,861,65648.0,9.1,28.8,6.0,0.7,1.3,1.8,885,15.6,83.4,6.3,10.3,0.0,Queens,Queens,46.0,21.0,18.0,8.1,16.4,23.3,15.0,14.6,30.7,36081020600,40.694824120599996,-73.8114572864,7.057324909457787
7860,1855,994,861,65648.0,9.1,28.8,6.0,0.7,1.3,1.8,885,15.6,83.4,6.3,10.3,0.0,Queens,Queens,46.0,21.0,18.0,8.1,16.4,23.3,15.0,14.6,30.7,36081020600,40.694824120599996,-73.8082914573,7.057324909457787
7861,2554,1455,1099,58235.0,11.9,35.1,3.7,2.4,0.0,0.4,1331,6.5,82.0,15.0,2.9,0.0,Queens,Queens,34.9,26.3,9.9,10.0,21.6,14.8,20.7,19.9,22.9,36081020800,40.6970854271,-73.8114572864,7.091265388680291
7862,2554,1455,1099,58235.0,11.9,35.1,3.7,2.4,0.0,0.4,1331,6.5,82.0,15.0,2.9,0.0,Queens,Queens,34.9,26.3,9.9,10.0,21.6,14.8,20.7,19.9,22.9,36081020800,40.6970854271,-73.8082914573,7.091265388680291
7863,2554,1455,1099,58235.0,11.9,35.1,3.7,2.4,0.0,0.4,1331,6.5,82.0,15.0,2.9,0.0,Queens,Queens,34.9,26.3,9.9,10.0,21.6,14.8,20.7,19.9,22.9,36081020800,40.6970854271,-73.8051256281,7.091265388680291
7864,2554,1455,1099,58235.0,11.9,35.1,3.7,2.4,0.0,0.4,1331,6.5,82.0,15.0,2.9,0.0,Queens,Queens,34.9,26.3,9.9,10.0,21.6,14.8,20.7,19.9,22.9,36081020800,40.6993467337,-73.8114572864,7.091265388680291
7865,2554,1455,1099,58235.0,11.9,35.1,3.7,2.4,0.0,0.4,1331,6.5,82.0,15.0,2.9,0.0,Queens,Queens,34.9,26.3,9.9,10.0,21.6,14.8,20.7,19.9,22.9,36081020800,40.6993467337,-73.8082914573,7.091265388680291
7866,2554,1455,1099,58235.0,11.9,35.1,3.7,2.4,0.0,0.4,1331,6.5,82.0,15.0,2.9,0.0,Queens,Queens,34.9,26.3,9.9,10.0,21.6,14.8,20.7,19.9,22.9,36081020800,40.6993467337,-73.8051256281,7.091265388680291
7867,2554,1455,1099,58235.0,11.9,35.1,3.7,2.4,0.0,0.4,1331,6.5,82.0,15.0,2.9,0.0,Queens,Queens,34.9,26.3,9.9,10.0,21.6,14.8,20.7,19.9,22.9,36081020800,40.6993467337,-73.801959799,7.091265388680291
7868,2362,1246,1116,38750.0,22.7,16.5,3.9,9.8,0.0,1.0,1085,15.0,84.6,7.9,7.5,0.0,Queens,Queens,57.4,8.1,18.8,5.8,20.6,20.2,12.4,10.4,36.4,36081021200,40.6993467337,-73.8146231156,7.02853932339573
7869,2362,1246,1116,38750.0,22.7,16.5,3.9,9.8,0.0,1.0,1085,15.0,84.6,7.9,7.5,0.0,Queens,Queens,57.4,8.1,18.8,5.8,20.6,20.2,12.4,10.4,36.4,36081021200,40.7016080402,-73.8146231156,7.02853932339573
7870,2362,1246,1116,38750.0,22.7,16.5,3.9,9.8,0.0,1.0,1085,15.0,84.6,7.9,7.5,0.0,Queens,Queens,57.4,8.1,18.8,5.8,20.6,20.2,12.4,10.4,36.4,36081021200,40.7016080402,-73.8114572864,7.02853932339573
7871,2362,1246,1116,38750.0,22.7,16.5,3.9,9.8,0.0,1.0,1085,15.0,84.6,7.9,7.5,0.0,Queens,Queens,57.4,8.1,18.8,5.8,20.6,20.2,12.4,10.4,36.4,36081021200,40.7016080402,-73.8082914573,7.02853932339573
7872,2362,1246,1116,38750.0,22.7,16.5,3.9,9.8,0.0,1.0,1085,15.0,84.6,7.9,7.5,0.0,Queens,Queens,57.4,8.1,18.8,5.8,20.6,20.2,12.4,10.4,36.4,36081021200,40.7016080402,-73.8051256281,7.02853932339573
7878,4373,2016,2357,59152.0,11.1,19.5,5.6,1.0,0.0,9.7,2157,9.4,77.7,16.4,5.9,0.0,Queens,Queens,36.6,9.4,20.6,26.6,24.5,2.8,9.0,43.3,20.4,36081021600,40.7038693467,-73.8177889447,7.081228827108322
7879,4373,2016,2357,59152.0,11.1,19.5,5.6,1.0,0.0,9.7,2157,9.4,77.7,16.4,5.9,0.0,Queens,Queens,36.6,9.4,20.6,26.6,24.5,2.8,9.0,43.3,20.4,36081021600,40.7061306533,-73.8209547739,7.081228827108322
7880,4373,2016,2357,59152.0,11.1,19.5,5.6,1.0,0.0,9.7,2157,9.4,77.7,16.4,5.9,0.0,Queens,Queens,36.6,9.4,20.6,26.6,24.5,2.8,9.0,43.3,20.4,36081021600,40.708391959800004,-73.824120603,7.081228827108322
7881,4373,2016,2357,59152.0,11.1,19.5,5.6,1.0,0.0,9.7,2157,9.4,77.7,16.4,5.9,0.0,Queens,Queens,36.6,9.4,20.6,26.6,24.5,2.8,9.0,43.3,20.4,36081021600,40.708391959800004,-73.8209547739,7.081228827108322
7882,4373,2016,2357,59152.0,11.1,19.5,5.6,1.0,0.0,9.7,2157,9.4,77.7,16.4,5.9,0.0,Queens,Queens,36.6,9.4,20.6,26.6,24.5,2.8,9.0,43.3,20.4,36081021600,40.7106532663,-73.8272864322,7.081228827108322
7883,4373,2016,2357,59152.0,11.1,19.5,5.6,1.0,0.0,9.7,2157,9.4,77.7,16.4,5.9,0.0,Queens,Queens,36.6,9.4,20.6,26.6,24.5,2.8,9.0,43.3,20.4,36081021600,40.7106532663,-73.824120603,7.081228827108322
7884,4373,2016,2357,59152.0,11.1,19.5,5.6,1.0,0.0,9.7,2157,9.4,77.7,16.4,5.9,0.0,Queens,Queens,36.6,9.4,20.6,26.6,24.5,2.8,9.0,43.3,20.4,36081021600,40.7129145729,-73.8272864322,7.081228827108322
7885,4373,2016,2357,59152.0,11.1,19.5,5.6,1.0,0.0,9.7,2157,9.4,77.7,16.4,5.9,0.0,Queens,Queens,36.6,9.4,20.6,26.6,24.5,2.8,9.0,43.3,20.4,36081021600,40.7129145729,-73.824120603,7.081228827108322
7886,4373,2016,2357,59152.0,11.1,19.5,5.6,1.0,0.0,9.7,2157,9.4,77.7,16.4,5.9,0.0,Queens,Queens,36.6,9.4,20.6,26.6,24.5,2.8,9.0,43.3,20.4,36081021600,40.7151758794,-73.8272864322,7.081228827108322
7952,4705,2468,2237,38750.0,28.2,13.2,3.7,7.8,3.4,1.9,2300,11.9,79.7,6.6,13.3,0.4,Queens,Queens,37.1,12.1,34.3,3.4,23.5,6.4,18.5,16.7,34.8,36081023800,40.7038693467,-73.8114572864,7.015241321784384
7953,4705,2468,2237,38750.0,28.2,13.2,3.7,7.8,3.4,1.9,2300,11.9,79.7,6.6,13.3,0.4,Queens,Queens,37.1,12.1,34.3,3.4,23.5,6.4,18.5,16.7,34.8,36081023800,40.7061306533,-73.8082914573,7.015241321784384
7954,6087,3002,3085,39856.0,24.8,17.4,0.8,6.3,1.6,0.7,2606,18.5,81.7,10.3,8.0,0.0,Queens,Queens,51.6,15.1,16.3,2.6,22.3,14.4,9.6,20.5,33.2,36081024000,40.7038693467,-73.8082914573,7.170009200470346
