,start_station_id,start_station_latitude,start_station_longitude,tripduration,tmp,CensusTract,County_x,Borough,TotalPop,Men,Women,Hispanic,White,Black,Native,Asian,Citizen,Income,IncomeErr,IncomePerCap,IncomePerCapErr,Poverty,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment,Latitude,Longitude,BlockCode,County_y,State,BlockCode_11,borough_distance,distance_rank
4320889,514,40.76087502,-74.00277668,9574,tmp,36061011700,New York,Manhattan,3870,1900,1970,21.6,52.4,8.8,0.0,15.1,2656,107125.0,14069.0,82399.0,15167.0,12.4,26.8,65.4,10.2,22.1,0.5,1.8,2.5,0.0,53.2,27.6,14.2,2.5,26.8,2781,88.2,6.0,5.8,0.0,6.3,40.7604020101,-74.0014070352,360610117001005,New York,NY,36061011700,0.12682138228909348,1.0
4338972,515,40.76009437,-73.99461843,3874,tmp,36061012900,New York,Manhattan,5755,3630,2125,15.0,56.0,5.1,0.0,20.1,4220,111290.0,20087.0,89203.0,13699.0,12.5,3.0,67.6,11.1,18.8,1.6,0.9,5.7,0.0,48.2,33.0,10.1,3.0,28.5,4033,92.0,4.2,3.8,0.0,7.4,40.7604020101,-73.99507537689999,360610129002010,New York,NY,36061012900,0.05150758804000456,1.0
4356878,516,40.75206862,-73.96784384,1854,tmp,36061008602,New York,Manhattan,0,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,40.7513567839,-73.9665829146,360610086021002,New York,NY,36061008602,0.1325052007703877,1.0
4374909,517,40.751581,-73.97791,3855,tmp,36061008200,New York,Manhattan,3060,1561,1499,3.5,72.6,3.4,0.0,18.3,2509,107925.0,27651.0,108621.0,17917.0,7.4,0.0,73.5,3.1,22.6,0.0,0.9,7.0,1.7,30.1,51.1,1.0,9.2,24.1,1983,85.2,5.4,9.3,0.0,0.9,40.7513567839,-73.9792462312,360610082001005,New York,NY,36061008200,0.1153224543696003,1.0
4392942,518,40.74780373,-73.97344190000001,4944,tmp,36061007800,New York,Manhattan,8032,3342,4690,6.3,69.2,3.5,0.0,18.8,6105,120205.0,12734.0,93503.0,10726.0,7.6,0.0,64.5,4.4,27.5,3.2,0.4,2.5,0.4,41.7,43.7,5.6,6.1,29.6,5491,92.1,3.6,4.2,0.0,6.9,40.7468341709,-73.9729145729,360610078007000,New York,NY,36061007800,0.1166400401428156,1.0
4411013,519,40.751872999999996,-73.97770600000001,12451,tmp,36061008200,New York,Manhattan,3060,1561,1499,3.5,72.6,3.4,0.0,18.3,2509,107925.0,27651.0,108621.0,17917.0,7.4,0.0,73.5,3.1,22.6,0.0,0.9,7.0,1.7,30.1,51.1,1.0,9.2,24.1,1983,85.2,5.4,9.3,0.0,0.9,40.7513567839,-73.9792462312,360610082001005,New York,NY,36061008200,0.14191697723427454,1.0
4429166,520,40.75992262,-73.97648516,4506,tmp,36061010400,New York,Manhattan,982,448,534,7.1,72.8,2.2,0.0,17.8,795,111806.0,28324.0,118143.0,26487.0,7.9,0.0,58.9,15.2,20.6,0.0,5.2,10.1,0.0,34.7,31.2,8.1,15.9,28.7,572,82.7,8.6,8.7,0.0,6.2,40.7604020101,-73.976080402,360610104001003,New York,NY,36061010400,0.06329440640532998,1.0
4447207,522,40.75714758,-73.97207836,2678,tmp,36061010000,New York,Manhattan,1683,744,939,13.6,74.2,1.3,0.4,7.5,1361,112098.0,27814.0,103118.0,13632.0,8.5,2.0,66.8,6.7,25.0,0.0,1.5,7.7,0.0,42.3,42.4,3.8,3.8,24.9,1224,91.8,4.0,4.2,0.0,3.6,40.7581407035,-73.9729145729,360610100001004,New York,NY,36061010000,0.13102034152031092,1.0
4465282,523,40.75466591,-73.99138152,6621,tmp,36061010900,New York,Manhattan,186,73,113,1.1,58.1,10.2,0.0,27.4,116,135750.0,118971.0,84762.0,23629.0,16.7,33.3,68.1,8.1,14.1,0.0,9.6,0.0,0.0,48.4,29.5,16.4,5.7,24.1,135,84.4,3.0,12.6,0.0,4.3,40.753618090500005,-73.9919095477,360610109001003,New York,NY,36061010900,0.12475198168864962,1.0
4483302,525,40.75594159,-74.0021163,6161,tmp,36061009900,New York,Manhattan,4938,2783,2155,6.9,61.0,4.7,0.1,24.3,3685,128906.0,14704.0,131432.0,19100.0,7.4,10.3,70.8,5.5,20.1,0.2,3.5,3.4,2.4,42.5,36.4,11.2,4.1,26.0,3738,92.9,1.7,5.4,0.0,5.8,40.755879397,-74.0014070352,360610099001040,New York,NY,36061009900,0.06015911256183821,1.0
4501238,526,40.74765947,-73.98490707,4209,tmp,36061007400,New York,Manhattan,3752,1813,1939,8.7,74.7,2.2,0.0,9.9,3028,128618.0,33475.0,131261.0,23857.0,12.2,20.9,77.5,0.8,20.2,1.5,0.0,3.7,1.7,37.0,47.6,5.1,4.9,20.8,2432,89.8,1.5,8.8,0.0,5.7,40.7468341709,-73.98557788939999,360610074001004,New York,NY,36061007400,0.10780669162993277,1.0
4519278,528,40.74290902,-73.97706058,4742,tmp,36061007000,New York,Manhattan,8131,3730,4401,2.7,66.7,4.6,0.0,22.2,6763,101848.0,14153.0,83971.0,9583.0,9.9,4.2,75.6,6.0,17.2,1.2,0.0,2.8,0.4,43.8,41.3,8.8,2.9,24.5,5623,87.0,7.4,4.3,1.4,2.6,40.7423115578,-73.976080402,360610070004000,New York,NY,36061007000,0.10601679166577756,1.0
4537525,529,40.75756989999999,-73.99098507,3925,tmp,36061012100,New York,Manhattan,8192,4570,3622,19.3,61.2,4.3,0.0,12.6,6147,62301.0,16375.0,54804.0,5302.0,9.9,6.9,66.0,10.6,15.0,3.7,4.7,3.7,0.9,41.8,42.1,4.1,7.5,25.8,5750,83.1,4.4,12.5,0.0,7.1,40.7581407035,-73.9919095477,360610121001001,New York,NY,36061012100,0.10048884919136569,1.0
4555724,530,40.771496710544405,-73.99046033620834,4305,tmp,36061015100,New York,Manhattan,7481,3164,4317,27.9,45.5,9.0,0.0,15.3,5422,67125.0,20946.0,75573.0,15877.0,21.9,37.3,58.5,10.4,25.9,0.0,5.1,4.6,0.0,61.2,21.4,8.4,4.6,32.4,3497,82.9,11.3,5.8,0.0,6.2,40.7717085427,-73.9919095477,360610151004005,New York,NY,36061015100,0.12432949766194124,1.0
4573252,531,40.71893904,-73.99266288,4439,tmp,36061001800,New York,Manhattan,8326,4741,3585,9.8,30.7,3.5,0.1,54.5,6174,59416.0,7717.0,34216.0,4507.0,26.0,40.5,49.1,20.7,17.4,1.5,11.3,3.8,2.3,55.1,22.5,4.9,11.3,29.8,4951,91.2,2.9,5.4,0.6,4.2,40.7196984925,-73.9919095477,360610018004001,New York,NY,36061001800,0.1056838561763244,1.0
4589157,532,40.710451,-73.960876,3982,tmp,36047052300,Kings,Brooklyn,5670,2732,2938,56.1,33.0,1.2,0.5,6.4,4199,43076.0,6571.0,28717.0,4272.0,17.4,16.1,42.0,19.9,29.1,1.6,7.4,4.9,0.5,76.0,9.0,3.6,5.9,33.2,3285,81.4,7.9,10.7,0.0,4.3,40.7106532663,-73.9602512563,360470523003003,Kings,NY,36047052300,0.05727797498684157,1.0
4609708,533,40.75299641,-73.98721619,3733,tmp,36061011300,New York,Manhattan,126,96,30,4.8,19.0,15.1,0.0,61.1,83,82361.0,29445.0,102013.0,54870.0,19.0,,66.7,5.6,23.1,0.0,4.6,0.0,0.0,44.4,51.9,0.0,3.7,17.9,108,95.4,4.6,0.0,0.0,0.0,40.753618090500005,-73.98874371859999,360610113001005,New York,NY,36061011300,0.14610834886541904,1.0
4627365,534,40.70255065,-74.0127234,1701,tmp,36061000900,New York,Manhattan,1626,946,680,8.2,74.4,1.8,0.0,12.7,1167,147500.0,30405.0,111599.0,16700.0,6.0,12.9,67.6,2.6,25.5,0.2,4.1,10.0,0.4,51.9,24.1,3.3,10.4,26.1,1120,89.3,4.6,6.1,0.0,2.8,40.7016080402,-74.0140703518,360610009001023,New York,NY,36061000900,0.15457494051085877,1.0
4645642,536,40.74144387,-73.97536082,3373,tmp,36061007000,New York,Manhattan,8131,3730,4401,2.7,66.7,4.6,0.0,22.2,6763,101848.0,14153.0,83971.0,9583.0,9.9,4.2,75.6,6.0,17.2,1.2,0.0,2.8,0.4,43.8,41.3,8.8,2.9,24.5,5623,87.0,7.4,4.3,1.4,2.6,40.7423115578,-73.976080402,360610070004000,New York,NY,36061007000,0.11398326038569306,1.0
4661452,539,40.71534825,-73.96024116,4336,tmp,36047055300,Kings,Brooklyn,2899,1538,1361,19.9,64.6,0.1,0.9,12.2,2295,80909.0,16862.0,51020.0,7817.0,12.0,8.8,64.8,11.2,18.8,1.2,4.1,6.0,0.0,73.5,3.9,4.3,12.2,33.6,2078,81.3,7.8,10.2,0.7,4.8,40.7151758794,-73.9602512563,360470553002006,Kings,NY,36047055300,0.019191638744470055,1.0
4681737,540,40.74311555376486,-73.98215353488922,3198,tmp,36061006800,New York,Manhattan,7413,3764,3649,9.7,69.1,6.8,0.1,13.8,6400,109526.0,18259.0,80750.0,11350.0,11.2,0.0,69.7,5.5,21.4,0.0,3.4,1.0,0.0,56.9,23.9,6.0,12.1,22.7,4726,92.6,4.6,2.3,0.6,8.3,40.7423115578,-73.98241206029999,360610068006000,New York,NY,36061006800,0.09204395126477462,1.0
4699755,545,40.736502,-73.97809472,4770,tmp,36061006000,New York,Manhattan,5063,2365,2698,6.4,73.1,2.5,0.0,15.2,3829,106310.0,2566.0,74869.0,10250.0,11.0,1.9,82.0,5.4,12.6,0.0,0.0,5.8,4.3,47.2,28.5,9.1,5.2,30.7,2628,81.8,7.5,10.7,0.0,5.7,40.735527638200004,-73.9792462312,360610060002001,New York,NY,36061006000,0.14548105514050474,1.0
4717856,546,40.74444921,-73.98303529,3483,tmp,36061007200,New York,Manhattan,7640,3515,4125,7.3,65.1,1.1,0.0,21.3,6011,104272.0,9148.0,88081.0,20137.0,9.2,23.5,67.3,4.4,24.8,0.7,2.9,0.5,1.1,52.4,36.8,2.3,6.8,25.0,5333,91.9,5.8,2.3,0.0,6.7,40.7445728643,-73.98241206029999,360610072003000,New York,NY,36061007200,0.0542911587542698,1.0
4731981,2000,40.70255088,-73.98940236,3585,tmp,36047002100,Kings,Brooklyn,4295,2352,1943,6.6,76.2,3.9,0.0,8.7,2888,208036.0,15087.0,100012.0,10287.0,7.6,3.4,79.5,4.0,15.8,0.3,0.5,9.4,3.3,62.9,7.6,6.4,10.3,32.9,2722,84.9,6.7,8.4,0.0,5.5,40.7016080402,-73.98874371859999,360470021002018,Kings,NY,36047002100,0.1186708384751419,1.0
4751718,2002,40.716887,-73.96319799999999,3432,tmp,36047055500,Kings,Brooklyn,5178,2653,2525,18.4,62.7,3.3,0.0,12.5,3580,108190.0,11578.0,72316.0,6036.0,9.1,8.0,73.0,8.1,16.4,0.7,1.9,8.0,0.9,75.2,3.9,4.0,8.1,36.7,3583,86.3,6.8,6.9,0.0,4.2,40.7174371859,-73.9634170854,360470555001011,Kings,NY,36047055500,0.06392360653124467,1.0
4771926,2003,40.73381219196632,-73.9805442094803,4691,tmp,36061004400,New York,Manhattan,16200,6893,9307,7.5,72.6,4.0,0.0,14.0,13929,93010.0,10005.0,57640.0,7553.0,13.1,0.0,68.6,10.5,19.9,0.0,1.0,3.7,3.8,58.1,20.3,4.8,9.2,29.7,10148,77.7,13.4,8.9,0.0,2.6,40.7332663317,-73.9792462312,360610044001000,New York,NY,36061004400,0.1251188147039745,1.0
4787786,2005,40.70531194,-73.97100056,105,tmp,36047054300,Kings,Brooklyn,382,214,168,23.6,50.8,17.0,0.0,2.6,255,92500.0,48818.0,54282.0,19808.0,10.2,40.3,56.5,15.5,21.9,0.0,6.1,16.8,0.0,46.0,4.0,8.0,25.2,39.0,278,85.3,9.7,5.0,0.0,10.3,40.7061306533,-73.9697487437,360470543001022,Kings,NY,36047054300,0.13940710635092085,1.0
4808276,2006,40.76590936,-73.97634151,6658,tmp,36061011201,New York,Manhattan,792,320,472,3.8,85.0,0.8,0.9,8.7,694,138250.0,50132.0,157551.0,25745.0,7.4,0.0,74.0,2.2,21.5,1.1,1.3,3.1,0.9,29.1,48.5,4.2,14.2,20.2,550,85.8,6.2,8.0,0.0,2.1,40.7649246231,-73.976080402,360610112011001,New York,NY,36061011201,0.11171905521475865,1.0
4827117,2008,40.70569254,-74.01677685,4799,tmp,36061031704,New York,Manhattan,6887,3379,3508,13.3,58.6,1.3,0.0,22.7,4316,152692.0,29447.0,105958.0,17267.0,3.8,3.1,77.1,6.9,13.5,1.8,0.6,8.1,1.7,60.3,22.7,2.2,5.0,33.5,4589,87.8,8.0,4.1,0.0,3.9,40.7061306533,-74.0172361809,360610317044005,New York,NY,36061031704,0.06224787834240933,1.0
4844058,2009,40.71117444,-73.99682619,2142,tmp,36061002500,New York,Manhattan,5137,2247,2890,36.7,0.7,14.5,8.0,39.8,3434,16527.0,2427.0,11636.0,2136.0,47.6,56.9,21.8,36.5,23.1,2.6,16.0,6.8,1.7,59.6,31.9,0.0,0.0,40.6,1591,87.7,9.4,2.9,0.0,17.8,40.7106532663,-73.998241206,360610025002000,New York,NY,36061002500,0.13264292311124237,1.0
4862239,2012,40.739445,-73.97680600000001,3212,tmp,36061006200,New York,Manhattan,4536,2420,2116,13.2,45.3,17.1,0.1,20.1,2932,82102.0,36366.0,33057.0,4483.0,36.9,2.3,71.8,7.7,16.7,1.9,1.9,2.3,2.4,40.1,49.5,2.0,3.8,24.8,1591,76.6,20.2,3.2,0.0,7.4,40.7400502513,-73.976080402,360610062001002,New York,NY,36061006200,0.09094892896152362,1.0
4880395,2017,40.75022392,-73.97121414,1876,tmp,36061008800,New York,Manhattan,6781,3098,3683,5.1,67.1,2.2,0.0,21.2,5413,100179.0,10403.0,91200.0,10853.0,7.6,8.7,74.8,3.2,20.1,0.0,1.8,5.6,3.3,30.6,46.1,4.4,10.1,29.9,4894,81.0,9.1,8.1,1.8,4.1,40.7490954774,-73.9697487437,360610088001006,New York,NY,36061008800,0.17607336283634056,1.0
4898579,2021,40.75929124,-73.98859651,3611,tmp,36061012700,New York,Manhattan,6974,3984,2990,26.1,53.6,3.1,0.0,15.2,5630,69578.0,6905.0,57341.0,7878.0,12.5,2.7,62.2,7.5,22.5,2.0,5.8,4.0,0.8,43.7,36.6,7.1,7.8,25.3,5139,85.1,4.2,10.7,0.0,6.6,40.7604020101,-73.98874371859999,360610127002001,New York,NY,36061012700,0.12417172012713557,1.0
4916574,2022,40.759107,-73.959223,1120,tmp,36061010601,New York,Manhattan,7259,2948,4311,4.4,86.3,1.8,0.3,6.5,6307,125488.0,14020.0,164802.0,44260.0,5.5,0.0,70.3,4.3,24.1,0.0,1.3,13.7,2.4,39.2,27.6,5.2,12.0,30.9,3905,82.4,4.0,13.6,0.0,6.5,40.7581407035,-73.9602512563,360610106011000,New York,NY,36061010601,0.13804905278802457,1.0
4934642,2023,40.75968085,-73.97031366,1750,tmp,36061011203,New York,Manhattan,1166,451,715,6.3,76.5,2.2,0.0,14.9,846,128083.0,27382.0,151378.0,31700.0,10.9,9.9,73.4,6.9,19.7,0.0,0.0,5.8,0.8,27.1,52.3,6.9,7.2,20.9,792,78.7,7.2,13.0,1.1,1.9,40.7604020101,-73.9697487437,360610112032002,New York,NY,36061011203,0.09327183792752607,1.0
4953487,3002,40.711512,-74.01575600000001,7511,tmp,36061031704,New York,Manhattan,6887,3379,3508,13.3,58.6,1.3,0.0,22.7,4316,152692.0,29447.0,105958.0,17267.0,3.8,3.1,77.1,6.9,13.5,1.8,0.6,8.1,1.7,60.3,22.7,2.2,5.0,33.5,4589,87.8,8.0,4.1,0.0,3.9,40.7106532663,-74.0172361809,360610317041001,New York,NY,36061031704,0.1571565138808582,1.0
4968347,3016,40.72036775298455,-73.96165072917937,4230,tmp,36047055700,Kings,Brooklyn,2384,1237,1147,21.6,65.6,1.8,0.0,8.8,1856,92222.0,23673.0,82252.0,21143.0,11.3,9.8,65.4,8.3,19.5,5.1,1.6,10.6,0.5,71.0,8.1,2.0,7.8,35.3,1658,78.8,5.1,16.1,0.0,6.6,40.7196984925,-73.9602512563,360470557001001,Kings,NY,36047055700,0.13950052394374274,1.0
4985566,3041,40.67890679,-73.94142771,662,tmp,36047027100,Kings,Brooklyn,2502,1306,1196,5.4,6.6,79.8,1.9,5.1,1689,37104.0,8010.0,22852.0,2887.0,23.7,45.7,35.5,25.8,29.2,3.7,5.7,13.0,2.1,69.9,3.2,6.2,5.6,42.4,1238,70.4,24.4,5.2,0.0,10.7,40.6789949749,-73.9412562814,360470271001001,Kings,NY,36047027100,0.017473491042680315,1.0
5003691,3042,40.6794268,-73.92989109999999,685,tmp,36047029900,Kings,Brooklyn,2663,1185,1478,15.4,1.8,78.2,0.2,3.1,1605,22734.0,6817.0,12150.0,1785.0,47.2,59.1,28.3,32.7,28.0,6.4,4.6,16.9,1.0,65.0,5.9,4.1,7.2,40.7,782,78.1,18.9,2.9,0.0,16.4,40.6789949749,-73.92859296479999,360470299002001,Kings,NY,36047029900,0.11957336731267675,1.0
5021676,3043,40.6814598,-73.934903,496,tmp,36047027300,Kings,Brooklyn,2649,1272,1377,3.3,7.1,86.9,0.0,1.8,1780,34297.0,6892.0,25337.0,4188.0,29.0,37.5,32.9,25.9,28.6,9.8,2.7,19.5,3.2,63.5,7.0,5.3,1.5,38.5,1060,84.7,15.3,0.0,0.0,9.6,40.681256281399996,-73.9349246231,360470273003000,Kings,NY,36047027300,0.022710699259434558,1.0
5039723,3044,40.6800105,-73.938475,272,tmp,36047027100,Kings,Brooklyn,2502,1306,1196,5.4,6.6,79.8,1.9,5.1,1689,37104.0,8010.0,22852.0,2887.0,23.7,45.7,35.5,25.8,29.2,3.7,5.7,13.0,2.1,69.9,3.2,6.2,5.6,42.4,1238,70.4,24.4,5.2,0.0,10.7,40.6789949749,-73.93809045229999,360470271001000,Kings,NY,36047027100,0.11752201273764402,1.0
5057784,3046,40.682601,-73.938037,446,tmp,36047027500,Kings,Brooklyn,4346,2061,2285,13.3,11.4,67.1,0.0,3.9,2820,55990.0,11683.0,28576.0,4859.0,25.1,33.2,40.6,25.0,20.5,5.7,8.2,23.3,0.0,59.6,5.1,1.7,10.3,42.3,1981,63.4,21.9,14.7,0.0,16.6,40.6835175879,-73.93809045229999,360470275003000,Kings,NY,36047027500,0.10205156321071886,1.0
5075822,3047,40.682368700000005,-73.944118,696,tmp,36047026900,Kings,Brooklyn,2685,1157,1528,9.0,9.6,77.8,0.0,2.5,1939,48841.0,9463.0,28798.0,5227.0,12.6,4.4,40.7,26.5,25.1,4.7,3.0,8.5,9.3,60.6,15.1,3.5,2.9,42.3,1331,72.4,19.6,8.0,0.0,13.5,40.681256281399996,-73.9444221106,360470269003001,Kings,NY,36047026900,0.12636514630970616,1.0
5093816,3048,40.684020000000004,-73.94977,400,tmp,36047024500,Kings,Brooklyn,3855,1760,2095,3.9,13.6,74.9,0.8,4.7,2699,51605.0,7426.0,28706.0,3684.0,20.6,26.9,42.8,17.8,21.2,7.1,11.1,18.7,4.4,70.0,1.9,2.3,2.7,42.1,1851,71.9,24.9,3.2,0.0,20.5,40.6835175879,-73.9507537688,360470245002000,Kings,NY,36047024500,0.10004192919135618,1.0
5111772,3049,40.68488,-73.96304,766,tmp,36047020100,Kings,Brooklyn,3886,1799,2087,9.8,46.3,32.6,0.5,4.5,3015,84844.0,12153.0,52907.0,7593.0,7.6,2.4,70.7,9.6,15.2,1.3,3.2,6.6,2.4,71.0,2.9,7.7,9.3,37.7,2571,73.9,14.4,11.7,0.0,7.7,40.6857788945,-73.9634170854,360470201004000,Kings,NY,36047020100,0.10492077864614341,1.0
5129994,3050,40.6851532,-73.94111,687,tmp,36047027700,Kings,Brooklyn,4975,2429,2546,8.7,4.7,85.6,0.0,0.0,3176,37875.0,9635.0,16850.0,2887.0,37.9,54.7,32.2,29.3,21.6,6.6,10.3,15.4,1.3,77.3,1.6,0.9,3.5,44.2,1654,77.0,15.5,7.5,0.0,22.2,40.6857788945,-73.9412562814,360470277003001,Kings,NY,36047027700,0.07068111066838775,1.0
5148091,3052,40.686312,-73.935775,945,tmp,36047029300,Kings,Brooklyn,3426,1302,2124,22.8,3.4,64.2,1.5,0.3,2388,30479.0,3309.0,22413.0,5269.0,28.3,41.2,43.7,21.9,24.9,3.7,5.8,13.9,1.1,74.3,5.8,1.4,3.5,39.8,1255,69.3,23.3,7.3,0.0,20.1,40.6857788945,-73.9349246231,360470293004001,Kings,NY,36047029300,0.09306245963263388,1.0
5166068,3053,40.6900815,-73.94791500000001,659,tmp,36047026300,Kings,Brooklyn,2002,879,1123,13.2,11.4,72.7,0.0,1.2,1507,39861.0,16116.0,23964.0,4032.0,22.9,24.7,34.4,32.7,18.5,7.3,7.2,15.1,5.0,63.5,6.0,5.7,4.7,41.3,921,73.9,23.6,2.5,0.0,11.1,40.6903015075,-73.9475879397,360470263001001,Kings,NY,36047026300,0.036874561415787245,1.0
5184156,3054,40.6894932,-73.942061,610,tmp,36047027900,Kings,Brooklyn,3914,2020,1894,14.0,7.5,75.9,0.0,0.1,3038,57869.0,18552.0,27381.0,4367.0,14.0,14.8,36.8,21.6,26.0,7.5,8.1,20.7,0.9,68.6,4.7,1.6,3.6,46.5,1830,73.6,23.7,2.7,0.0,12.8,40.6903015075,-73.9412562814,360470279001001,Kings,NY,36047027900,0.1126488270612293,1.0
5202142,3055,40.68833370000001,-73.950916,676,tmp,36047025100,Kings,Brooklyn,3522,1675,1847,11.4,8.7,70.6,3.4,3.6,2460,27125.0,11145.0,22079.0,6685.0,36.0,44.2,28.9,34.9,24.4,7.6,4.1,13.5,0.0,74.1,3.5,8.9,0.0,41.9,1285,76.9,22.6,0.5,0.0,23.3,40.688040201,-73.9507537688,360470251002000,Kings,NY,36047025100,0.03539736606826115,1.0
5220198,3056,40.69072549,-73.95133465,625,tmp,36047025300,Kings,Brooklyn,2540,1250,1290,19.4,29.7,44.6,0.0,5.4,1921,43491.0,20986.0,30245.0,4436.0,25.9,34.1,47.0,13.5,32.9,3.1,3.5,12.1,0.9,70.9,7.1,3.4,5.5,39.6,1361,79.1,16.2,4.8,0.0,11.5,40.6903015075,-73.9507537688,360470253003003,Kings,NY,36047025300,0.06800103078048361,1.0
5238277,3057,40.69128258,-73.9452416,776,tmp,36047026300,Kings,Brooklyn,2002,879,1123,13.2,11.4,72.7,0.0,1.2,1507,39861.0,16116.0,23964.0,4032.0,22.9,24.7,34.4,32.7,18.5,7.3,7.2,15.1,5.0,63.5,6.0,5.7,4.7,41.3,921,73.9,23.6,2.5,0.0,11.1,40.6903015075,-73.9444221106,360470263001000,Kings,NY,36047026300,0.12917048225651473,1.0
5256371,3058,40.69237074,-73.93705428,702,tmp,36047028100,Kings,Brooklyn,4882,2130,2752,36.4,6.6,52.6,0.2,2.6,2805,25082.0,9360.0,12889.0,2208.0,52.7,68.8,28.5,34.6,22.2,3.8,10.8,8.7,0.0,85.0,2.6,3.3,0.5,46.3,1560,70.4,22.4,7.1,0.0,19.3,40.6925628141,-73.93809045229999,360470281002000,Kings,NY,36047028100,0.08996101464590256,1.0
5274422,3059,40.693398200000004,-73.939877,434,tmp,36047028100,Kings,Brooklyn,4882,2130,2752,36.4,6.6,52.6,0.2,2.6,2805,25082.0,9360.0,12889.0,2208.0,52.7,68.8,28.5,34.6,22.2,3.8,10.8,8.7,0.0,85.0,2.6,3.3,0.5,46.3,1560,70.4,22.4,7.1,0.0,19.3,40.6925628141,-73.9412562814,360470281003001,Kings,NY,36047028100,0.14887970625804373,1.0
5292422,3060,40.69425403,-73.94626915,570,tmp,36047025901,Kings,Brooklyn,1914,989,925,32.5,23.1,42.2,0.0,0.6,1255,41289.0,9946.0,20991.0,3175.0,27.1,33.0,29.8,25.0,27.6,3.5,14.1,9.3,1.1,69.8,4.9,11.8,3.0,39.4,923,87.9,5.6,6.5,0.0,15.7,40.694824120599996,-73.9475879397,360470259011001,Kings,NY,36047025901,0.12802581499769963,1.0
5310476,3061,40.69622937,-73.94371094,327,tmp,36047025902,Kings,Brooklyn,3737,1621,2116,42.7,0.0,54.1,0.0,1.6,1969,16140.0,4738.0,6876.0,2163.0,68.9,80.0,13.0,58.3,14.0,1.8,13.0,7.7,1.6,75.9,9.6,1.5,3.6,47.3,623,73.4,24.7,1.9,0.0,48.2,40.6970854271,-73.9444221106,360470259021000,Kings,NY,36047025902,0.11253246584277114,1.0
5328512,3062,40.69539817,-73.94954908,661,tmp,36047025300,Kings,Brooklyn,2540,1250,1290,19.4,29.7,44.6,0.0,5.4,1921,43491.0,20986.0,30245.0,4436.0,25.9,34.1,47.0,13.5,32.9,3.1,3.5,12.1,0.9,70.9,7.1,3.4,5.5,39.6,1361,79.1,16.2,4.8,0.0,11.5,40.694824120599996,-73.9507537688,360470253001000,Kings,NY,36047025300,0.11999431749586756,1.0
5346532,3063,40.69527008,-73.95238108,410,tmp,36047024100,Kings,Brooklyn,2375,1101,1274,24.2,48.6,21.3,0.0,5.2,1765,60815.0,12400.0,29216.0,4690.0,23.4,45.3,53.5,14.1,25.4,4.1,3.0,13.0,1.8,52.7,13.4,11.4,7.7,35.9,1152,81.2,10.0,8.9,0.0,5.8,40.694824120599996,-73.953919598,360470241001001,Kings,NY,36047024100,0.1389072614044048,1.0
5364693,3064,40.69681963,-73.93756926,1132,tmp,36047028502,Kings,Brooklyn,2626,1054,1572,42.9,0.5,53.0,0.0,3.7,1962,15135.0,3217.0,11027.0,2675.0,50.0,81.7,20.0,46.3,28.5,0.0,5.2,8.2,2.1,72.2,17.5,0.0,0.0,50.1,629,89.5,10.5,0.0,0.0,28.4,40.6970854271,-73.93809045229999,360470285021000,Kings,NY,36047028502,0.05297075854455732,1.0
5382672,3065,40.70029511,-73.95032283,534,tmp,36047025500,Kings,Brooklyn,5270,2283,2987,65.2,2.8,31.3,0.0,0.3,3143,22500.0,5966.0,10975.0,1435.0,42.9,63.0,10.0,32.6,36.4,6.1,15.0,3.0,2.1,77.0,13.6,3.4,0.9,41.7,1799,78.5,18.8,2.7,0.0,18.1,40.6993467337,-73.9507537688,360470255001000,Kings,NY,36047025500,0.11157174425104424,1.0
5400729,3066,40.69957608,-73.94708417,463,tmp,36047025700,Kings,Brooklyn,2177,1211,966,44.4,14.4,35.5,0.0,3.7,1348,51310.0,12985.0,21654.0,3573.0,34.6,53.9,34.3,24.2,23.4,8.3,9.8,22.5,4.9,62.2,5.2,2.7,2.4,38.6,1097,84.8,10.5,4.3,0.5,16.8,40.6993467337,-73.9475879397,360470257003001,Kings,NY,36047025700,0.04955271862295057,1.0
5419511,3067,40.7016657,-73.9437303,849,tmp,36047050700,Kings,Brooklyn,2417,1394,1023,19.6,69.9,5.9,0.0,0.9,943,30625.0,7489.0,10017.0,2314.0,52.1,61.0,28.0,12.5,46.4,1.4,11.7,7.4,7.3,31.2,45.3,5.1,3.6,26.2,640,89.8,10.2,0.0,0.0,11.6,40.7016080402,-73.9444221106,360470507001010,Kings,NY,36047050700,0.0586884730251136,1.0
5437522,3068,40.7031724,-73.940636,537,tmp,36047049100,Kings,Brooklyn,6017,2854,3163,32.6,16.6,12.6,0.0,37.9,4013,32813.0,5966.0,20690.0,2798.0,18.2,15.9,33.1,20.4,23.1,8.1,15.3,10.9,5.5,77.7,4.9,0.0,1.0,39.0,2606,89.1,8.1,2.8,0.0,7.8,40.7038693467,-73.9412562814,360470491002001,Kings,NY,36047049100,0.09351595694668677,1.0
